,Card Name
7013,Preordain
7014,Scheming Symmetry
7015,Sea Gate Restoration
7016,Temporal Manipulation
7017,Temporal Mastery
7018,Time Warp
7019,Timetwister
7020,Windfall
7021,Ad Nauseam
7022,Brainstorm
7023,Chain of Vapor
7024,Cyclonic Rift
7025,Dark Ritual
7026,Demonic Consultation
7027,Enlightened Tutor
7028,Fierce Guardianship
7029,Flusterstorm
7030,Force of Negation
7031,Force of Will
7032,Lim-Dûl's Vault
7033,Mental Misstep
7034,Muddle the Mixture
7035,Mystical Tutor
7036,Narset's Reversal
7037,Nexus of Fate
7038,Pact of Negation
7039,Silence
7040,Swan Song
7041,Swords to Plowshares
7042,Tainted Pact
7043,Vampiric Tutor
7044,Winds of Rebuke
7045,Arcane Signet
7046,Chrome Mox
7047,Fellwar Stone
7048,Isochron Scepter
7049,Jeweled Lotus
7050,Lightning Greaves
7051,Lotus Petal
7052,Mana Crypt
7053,Mana Vault
7054,Mox Diamond
7055,Mox Opal
7056,Scroll Rack
7057,Sensei's Divining Top
7058,Sol Ring
7059,Talisman of Dominance
7060,Talisman of Progress
7061,Wishclaw Talisman
7062,Mystic Remora
7063,Necropotence
7064,Rhystic Study
7065,Smothering Tithe
7066,Ancient Tomb
7067,Arid Mesa
7068,Bloodstained Mire
7069,City of Brass
7070,Command Tower
7071,Exotic Orchard
7072,Flooded Strand
7073,Gemstone Caverns
7074,Godless Shrine
7075,Hallowed Fountain
7076,Island
7077,Mana Confluence
7078,Marsh Flats
7079,Misty Rainforest
7080,Morphic Pool
7081,Polluted Delta
7082,Scalding Tarn
7083,Scrubland
7084,Sea of Clouds
7085,Snow-Covered Island
7086,Spire of Industry
7087,Swamp
7088,Tundra
7089,Underground Sea
7090,Verdant Catacombs
7091,Watery Grave
7092,Kodama of the East Tree
7093,Sakashima of a Thousand Faces
7094,Tezzeret the Seeker
7095,"Aesi, Tyrant of Gyre Strait"
7096,Arbor Elf
7097,Birds of Paradise
7098,Elvish Spirit Guide
7099,Endurance
7100,Fierce Empath
7101,Joraga Treespeaker
7102,"Kinnan, Bonder Prodigy"
7103,Lotus Cobra
7104,Meloku the Clouded Mirror
7105,Oboro Breezecaller
7106,Phantasmal Image
7107,Phyrexian Metamorph
7108,Prime Speaker Zegana
7109,Quirion Ranger
7110,Realm Seekers
7111,Sanctum Weaver
7112,Somberwald Sage
7113,Spellseeker
7114,"Tatyova, Benthic Druid"
7115,Tireless Provisioner
7116,Tireless Tracker
7117,Trinket Mage
7118,Trophy Mage
7119,"Venser, Shaper Savant"
7120,Woodland Bellower
7121,Eldritch Evolution
7122,Energy Tap
7123,Finale of Devastation
7124,Timetwister
7125,Chord of Calling
7126,Crop Rotation
7127,Fierce Guardianship
7128,Force of Will
7129,Gush
7130,Mana Drain
7131,Mental Misstep
7132,Pact of Negation
7133,Summoner's Pact
7134,Tidal Bore
7135,Unsubstantiate
7136,Worldly Tutor
7137,Basalt Monolith
7138,Chrome Mox
7139,Cloudstone Curio
7140,Coveted Jewel
7141,Expedition Map
7142,Grim Monolith
7143,Jeweled Lotus
7144,Lotus Petal
7145,Mana Crypt
7146,Mana Vault
7147,Memory Jar
7148,Sol Ring
7149,Storm Cauldron
7150,Carpet of Flowers
7151,Copy Artifact
7152,Exploration
7153,Mystic Remora
7154,Rhystic Study
7155,Sylvan Library
7156,Trade Routes
7157,Utopia Sprawl
7158,Wild Growth
7159,Ancient Tomb
7160,Arch of Orazca
7161,Bonders' Enclave
7162,Breeding Pool
7163,Command Tower
7164,Deserted Temple
7165,Flooded Strand
7166,Forbidden Orchard
7167,Gaea's Cradle
7168,Gemstone Caverns
7169,Homeward Path
7170,Inventors' Fair
7171,"Mikokoro, Center of the Sea"
7172,Misty Rainforest
7173,Mouth of Ronom
7174,"Nykthos, Shrine to Nyx"
7175,"Oboro, Palace in the Clouds"
7176,Polluted Delta
7177,Prismatic Vista
7178,Rejuvenating Springs
7179,Scalding Tarn
7180,Snow-Covered Forest
7181,Snow-Covered Island
7182,Sunscorched Desert
7183,Tropical Island
7184,Urza's Saga
7185,Verdant Catacombs
7186,War Room
7187,Waterlogged Grove
7188,Windswept Heath
7189,Wooded Foothills
7190,Captain Sisay
7191,"Karn, the Great Creator"
7192,"Vivien, Monsters' Advocate"
7193,Arbor Elf
7194,"Ashaya, Soul of the Wild"
7195,Avacyn's Pilgrim
7196,Aven Mindcensor
7197,Birds of Paradise
7198,Bloom Tender
7199,Collector Ouphe
7200,Dosan the Falling Leaf
7201,Drannith Magistrate
7202,"Elesh Norn, Grand Cenobite"
7203,Elvish Mystic
7204,Emiel the Blessed
7205,Endurance
7206,Esper Sentinel
7207,Eternal Witness
7208,Fyndhorn Elves
7209,Grand Abolisher
7210,Ilysian Caryatid
7211,Joraga Treespeaker
7212,"Kamahl, Fist of Krosa"
7213,"Kataki, War's Wage"
7214,"Linvala, Keeper of Silence"
7215,Llanowar Elves
7216,Priest of Titania
7217,Quirion Ranger
7218,Ranger-Captain of Eos
7219,"Rishkar, Peema Renegade"
7220,"Selvala, Heart of the Wilds"
7221,Sylvan Safekeeper
7222,"Thalia, Guardian of Thraben"
7223,"Toski, Bearer of Secrets"
7224,Village Bell-Ringer
7225,Voyaging Satyr
7226,Whisperer of the Wilds
7227,"Yasharn, Implacable Earth"
7228,"Yisan, the Wanderer Bard"
7229,Emeria's Call
7230,Finale of Devastation
7231,Green Sun's Zenith
7232,Turntimber Symbiosis
7233,Beast Within
7234,Crop Rotation
7235,Eladamri's Call
7236,Enlightened Tutor
7237,Nature's Claim
7238,Path to Exile
7239,Silence
7240,Swords to Plowshares
7241,Veil of Summer
7242,Worldly Tutor
7243,Chrome Mox
7244,Jeweled Lotus
7245,Lightning Greaves
7246,Mana Crypt
7247,Mana Vault
7248,Mox Diamond
7249,Null Rod
7250,Sol Ring
7251,Tangle Wire
7252,Thorn of Amethyst
7253,Thousand-Year Elixir
7254,Blind Obedience
7255,Carpet of Flowers
7256,Deafening Silence
7257,Living Plane
7258,Rest in Peace
7259,Sylvan Library
7260,Utopia Sprawl
7261,Wild Growth
7262,Ancient Tomb
7263,Arid Mesa
7264,Bountiful Promenade
7265,Brushland
7266,City of Brass
7267,Command Tower
7268,Dryad Arbor
7269,Eiganjo Castle
7270,Flooded Strand
7271,Forest
7272,Gaea's Cradle
7273,Gemstone Caverns
7274,Homeward Path
7275,Horizon Canopy
7276,Mana Confluence
7277,Marsh Flats
7278,Misty Rainforest
7279,Pendelhaven
7280,Plains
7281,Savannah
7282,Snow-Covered Forest
7283,Snow-Covered Plains
7284,Temple Garden
7285,Verdant Catacombs
7286,"Nymris, Oona's Trickster"
7287,"Jace, Wielder of Mysteries"
7288,"Narset, Parter of Veils"
7289,"Teferi, Master of Time"
7290,Brazen Borrower // Petty Theft
7291,Dark Confidant
7292,Dauthi Voidwalker
7293,Gilded Drake
7294,Hullbreacher
7295,Notion Thief
7296,Opposition Agent
7297,Phantasmal Image
7298,Snapcaster Mage
7299,Spellseeker
7300,Thassa's Oracle
7301,Demonic Tutor
7302,Gitaxian Probe
7303,Imperial Seal
7304,Peer into the Abyss
7305,Praetor's Grasp
7306,Timetwister
7307,Toxic Deluge
7308,Windfall
7309,Yawgmoth's Will
7310,Ad Nauseam
7311,Brainstorm
7312,Cabal Ritual
7313,Chain of Vapor
7314,Cyclonic Rift
7315,Dark Ritual
7316,Delay
7317,Demonic Consultation
7318,Dispel
7319,Dramatic Reversal
7320,Fierce Guardianship
7321,Flusterstorm
7322,Force of Negation
7323,Force of Will
7324,Frantic Search
7325,Impulse
7326,Lim-Dûl's Vault
7327,Mental Misstep
7328,Miscast
7329,Muddle the Mixture
7330,Mystical Tutor
7331,Opt
7332,Pact of Negation
7333,Spell Pierce
7334,Swan Song
7335,Tainted Pact
7336,Vampiric Tutor
7337,Arcane Signet
7338,Chrome Mox
7339,Cursed Totem
7340,Dimir Signet
7341,Fellwar Stone
7342,Grafdigger's Cage
7343,Grim Monolith
7344,Jeweled Lotus
7345,Lotus Petal
7346,Mana Crypt
7347,Mana Vault
7348,Mox Diamond
7349,Mox Opal
7350,Sensei's Divining Top
7351,Sol Ring
7352,Talisman of Dominance
7353,Wishclaw Talisman
7354,Mystic Remora
7355,Necropotence
7356,Rhystic Study
7357,Ancient Tomb
7358,Bloodstained Mire
7359,Cabal Pit
7360,Cephalid Coliseum
7361,City of Brass
7362,Clearwater Pathway
7363,Command Tower
7364,Exotic Orchard
7365,Flooded Strand
7366,Gemstone Caverns
7367,Glimmervoid
7368,Island
7369,Mana Confluence
7370,Marsh Flats
7371,Misty Rainforest
7372,Morphic Pool
7373,Polluted Delta
7374,Prismatic Vista
7375,River of Tears
7376,Scalding Tarn
7377,Snow-Covered Island
7378,Snow-Covered Swamp
7379,Spire of Industry
7380,Sunken Ruins
7381,Swamp
7382,Underground River
7383,Underground Sea
7384,Verdant Catacombs
7385,"Birgi, God of Storytelling"
7386,Crimson Kobolds
7387,Crookshank Kobolds
7388,Dockside Extortionist
7389,Dragon's Rage Channeler
7390,Dualcaster Mage
7391,Flamekin Harbinger
7392,Grinning Ignus
7393,Imperial Recruiter
7394,Kobolds of Kher Keep
7395,"Krark, the Thumbless"
7396,Memnite
7397,Merchant of the Vale // Haggle
7398,"Ragavan, Nimble Pilferer"
7399,Treasonous Ogre
7400,Walking Ballista
7401,Bonus Round
7402,Burning Inquiry
7403,Cathartic Reunion
7404,Crash Through
7405,Faithless Looting
7406,Galvanic Relay
7407,Gamble
7408,Grapeshot
7409,Infernal Plunge
7410,Jeska's Will
7411,Magmatic Insight
7412,Mizzix's Mastery
7413,Overmaster
7414,Past in Flames
7415,Renegade Tactics
7416,Rite of Flame
7417,Shatterskull Smashing
7418,Spark of Creativity
7419,Tormenting Voice
7420,Twinflame
7421,Warlord's Fury
7422,Wheel of Fortune
7423,Wheel of Misfortune
7424,Winds of Change
7425,Abrade
7426,Crimson Wisps
7427,Deflecting Swat
7428,Desperate Ritual
7429,Expedite
7430,Lava Dart
7431,Pyretic Ritual
7432,Pyroblast
7433,Red Elemental Blast
7434,Reiterate
7435,Reverberate
7436,Seething Song
7437,Thrill of Possibility
7438,Valakut Awakening
7439,Aetherflux Reservoir
7440,Chromatic Sphere
7441,Chromatic Star
7442,Chrome Mox
7443,Cloudstone Curio
7444,Conjurer's Bauble
7445,Helm of Awakening
7446,Jeweled Lotus
7447,Lion's Eye Diamond
7448,Lotus Petal
7449,Mana Crypt
7450,Mana Vault
7451,Mox Amber
7452,Mox Diamond
7453,Mox Opal
7454,Mystic Forge
7455,Pyrite Spellbomb
7456,Sensei's Divining Top
7457,Skullclamp
7458,Sol Ring
7459,Springleaf Drum
7460,Experimental Frenzy
7461,Underworld Breach
7462,Ancient Tomb
7463,Arid Mesa
7464,Bloodstained Mire
7465,City of Traitors
7466,Command Beacon
7467,Crystal Vein
7468,Dwarven Ruins
7469,Emergence Zone
7470,Gemstone Caverns
7471,Prismatic Vista
7472,Sandstone Needle
7473,Scalding Tarn
7474,Snow-Covered Mountain
7475,Wooded Foothills
7476,Crimson Kobolds
7477,Crookshank Kobolds
7478,Kobolds of Kher Keep
7479,Memnite
7480,Walking Ballista
7481,"Orvar, the All-Form"
7482,Gilded Drake
7483,Spellstutter Sprite
7484,Vedalken Aethermage
7485,Hullbreacher
7486,Spellseeker
7487,Wavebreak Hippocamp
7488,Archmage Emeritus
7489,"Venser, Shaper Savant"
7490,Torrential Gearhulk
7491,Aquitect's Will
7492,Merchant Scroll
7493,Transmute Artifact
7494,Solve the Equation
7495,Step Through
7496,Temporal Manipulation
7497,Clockspinning
7498,Dispel
7499,Flusterstorm
7500,High Tide
7501,Mental Misstep
7502,Mind Games
7503,Miscast
7504,Mystical Tutor
7505,Pongify
7506,Rapid Hybridization
7507,Swan Song
7508,Thermal Flux
7509,Whim of Volrath
7510,Alter Reality
7511,Arcane Denial
7512,Cyclonic Rift
7513,Enervate
7514,Glamerdye
7515,Jinx
7516,Mana Drain
7517,Muddle the Mixture
7518,Resculpt
7519,Shimmering Mirage
7520,Archmage's Charm
7521,Argent Mutation
7522,Crystal Spray
7523,Fierce Guardianship
7524,Force of Negation
7525,Infuse
7526,Intuition
7527,Jolt
7528,Twitch
7529,Whir of Invention
7530,Force of Will
7531,Misdirection
7532,Chrome Mox
7533,Jeweled Lotus
7534,Mana Crypt
7535,Expedition Map
7536,Mana Vault
7537,Sol Ring
7538,Arcane Signet
7539,Cursed Totem
7540,Fellwar Stone
7541,Grim Monolith
7542,Idol of Oblivion
7543,Mind Stone
7544,Sapphire Medallion
7545,Mystic Remora
7546,Counterbalance
7547,Back to Basics
7548,Rhystic Study
7549,Ancient Tomb
7550,Cavern of Souls
7551,Cephalid Coliseum
7552,City of Traitors
7553,Flooded Strand
7554,Gemstone Caverns
7555,Ipnu Rivulet
7556,Island
7557,Misty Rainforest
7558,Mystic Sanctuary
7559,Polluted Delta
7560,Saprazzan Skerry
7561,Scalding Tarn
7562,Urza's Saga
7563,War Room
7564,Homeward Path
7565,Dizzy Spell
7566,Counterspell
7567,Hidden Strings
7568,"Korvold, Fae-Cursed King"
7569,Birds of Paradise
7570,Conspicuous Snoop
7571,Dark Confidant
7572,Deathrite Shaman
7573,Dockside Extortionist
7574,Elves of Deep Shadow
7575,Elvish Spirit Guide
7576,Goblin Lackey
7577,Goblin Recruiter
7578,Goblin Welder
7579,Hyrax Tower Scout
7580,"Kiki-Jiki, Mirror Breaker"
7581,Mayhem Devil
7582,"Muxus, Goblin Grandee"
7583,Orcish Lumberjack
7584,Simian Spirit Guide
7585,Skirk Prospector
7586,Sling-Gang Lieutenant
7587,Stitcher's Supplier
7588,Temur Sabertooth
7589,Tinder Wall
7590,Torch Courier
7591,Culling Ritual
7592,Demonic Tutor
7593,Diabolic Intent
7594,Eldritch Evolution
7595,Finale of Devastation
7596,Gamble
7597,Imperial Seal
7598,Jeska's Will
7599,Praetor's Grasp
7600,Reanimate
7601,Rite of Flame
7602,Shatterskull Smashing
7603,Wheel of Fortune
7604,Wheel of Misfortune
7605,Abrupt Decay
7606,Ad Nauseam
7607,Cabal Ritual
7608,Culling the Weak
7609,Dark Ritual
7610,Entomb
7611,Noxious Revival
7612,Pyroblast
7613,Rain of Filth
7614,Red Elemental Blast
7615,Tainted Pact
7616,Vampiric Tutor
7617,Veil of Summer
7618,Worldly Tutor
7619,Arcane Signet
7620,Birthing Pod
7621,Bolas's Citadel
7622,Chrome Mox
7623,Fellwar Stone
7624,Grim Monolith
7625,Grinding Station
7626,Jeweled Lotus
7627,Lion's Eye Diamond
7628,Lotus Petal
7629,Mana Crypt
7630,Mana Vault
7631,Mox Diamond
7632,Mox Opal
7633,Pyre of Heroes
7634,Sol Ring
7635,Talisman of Indulgence
7636,Wishclaw Talisman
7637,Animate Dead
7638,Carpet of Flowers
7639,Necromancy
7640,Underworld Breach
7641,Ancient Tomb
7642,Arid Mesa
7643,Badlands
7644,Bayou
7645,Blood Crypt
7646,Bloodstained Mire
7647,City of Brass
7648,Command Tower
7649,Exotic Orchard
7650,Gemstone Caverns
7651,Graven Cairns
7652,Luxury Suite
7653,Mana Confluence
7654,Marsh Flats
7655,Misty Rainforest
7656,Overgrown Tomb
7657,Phyrexian Tower
7658,Polluted Delta
7659,Scalding Tarn
7660,Snow-Covered Swamp
7661,Spire of Industry
7662,Stomping Ground
7663,Taiga
7664,Undergrowth Stadium
7665,Verdant Catacombs
7666,Windswept Heath
7667,Wooded Foothills
7668,Elvish Spirit Guide
7669,Simian Spirit Guide
7670,"Varragoth, Bloodsky Sire"
7671,Blood Pet
7672,Hope of Ghirapur
7673,Memnite
7674,Ornithopter
7675,Phyrexian Walker
7676,Shield Sphere
7677,Skirge Familiar
7678,Bubbling Muck
7679,Cabal Therapy
7680,Demonic Tutor
7681,Exsanguinate
7682,Imperial Seal
7683,Praetor's Grasp
7684,Reanimate
7685,Yawgmoth's Will
7686,Ad Nauseam
7687,Cabal Ritual
7688,Culling the Weak
7689,Imp's Mischief
7690,Rain of Filth
7691,Slaughter Pact
7692,Vampiric Tutor
7693,Jeweled Lotus
7694,Lion's Eye Diamond
7695,Lotus Petal
7696,Mana Crypt
7697,Mana Vault
7698,Mishra's Bauble
7699,Mox Amber
7700,Mox Diamond
7701,Mox Opal
7702,Mox Tantalite
7703,Animate Dead
7704,Ancient Tomb
7705,Blinkmoth Nexus
7706,"Boseiju, Who Shelters All"
7707,Cavern of Souls
7708,City of Traitors
7709,Crystal Vein
7710,Ebon Stronghold
7711,Gemstone Caverns
7712,Lake of the Dead
7713,Maze of Ith
7714,Peat Bog
7715,Phyrexian Tower
7716,Scorched Ruins
7717,Swamp
7718,"Urborg, Tomb of Yawgmoth"
7719,Vesuva
7720,Memnite
7721,Ornithopter
7722,Phyrexian Walker
7723,Shield Sphere
7724,Slaughter Pact
7725,Jeweled Lotus
7726,"Thada Adel, Acquisitor"
7727,Agent of Treachery
7728,Archmage Emeritus
7729,Consecrated Sphinx
7730,Gilded Drake
7731,Hullbreacher
7732,"Jace, Vryn's Prodigy"
7733,"Nezahal, Primal Tide"
7734,Phyrexian Metamorph
7735,Thassa's Oracle
7736,Wandering Archaic
7737,Bribery
7738,Capture of Jingzhou
7739,Gitaxian Probe
7740,Hidden Strings
7741,Knowledge Exploitation
7742,Merchant Scroll
7743,Paradigm Shift
7744,Ponder
7745,Preordain
7746,Recurring Insight
7747,Sea Gate Restoration
7748,Solve the Equation
7749,Temporal Manipulation
7750,Temporal Trespass
7751,Tempted by the Oriq
7752,Time Warp
7753,Brainstorm
7754,Counterspell
7755,Cyclonic Rift
7756,Delay
7757,Dig Through Time
7758,Dispel
7759,Fierce Guardianship
7760,Flash of Insight
7761,Flusterstorm
7762,Force of Negation
7763,Force of Will
7764,Intuition
7765,Mana Drain
7766,Mental Misstep
7767,Mindbreak Trap
7768,Miscast
7769,Misdirection
7770,Muddle the Mixture
7771,Mystical Tutor
7772,Narset's Reversal
7773,Nexus of Fate
7774,Pongify
7775,Rapid Hybridization
7776,Resculpt
7777,Spell Pierce
7778,Swan Song
7779,Arcane Signet
7780,Chrome Mox
7781,Fellwar Stone
7782,Grim Monolith
7783,Jeweled Lotus
7784,Lotus Petal
7785,Mana Crypt
7786,Mana Vault
7787,Mox Amber
7788,Mox Diamond
7789,Mox Opal
7790,Sapphire Medallion
7791,Sol Ring
7792,Copy Artifact
7793,Curiosity
7794,Curious Obsession
7795,Mystic Remora
7796,Rhystic Study
7797,Trade Routes
7798,Ancient Tomb
7799,Cephalid Coliseum
7800,City of Brass
7801,Emergence Zone
7802,Exotic Orchard
7803,Flooded Strand
7804,Gemstone Caverns
7805,Island
7806,Mana Confluence
7807,Misty Rainforest
7808,Mystic Sanctuary
7809,Polluted Delta
7810,Prismatic Vista
7811,Saprazzan Skerry
7812,Scalding Tarn
7813,Spire of Industry
7814,"Inalla, Archmage Ritualist"
7815,Dauthi Voidwalker
7816,Dockside Extortionist
7817,Hullbreacher
7818,"Ragavan, Nimble Pilferer"
7819,Scholar of the Ages
7820,Sea Gate Stormcaller
7821,Simian Spirit Guide
7822,Spellseeker
7823,Thassa's Oracle
7824,Vedalken Aethermage
7825,Demonic Tutor
7826,Finale of Promise
7827,Gamble
7828,Imperial Seal
7829,Persist
7830,Praetor's Grasp
7831,Reanimate
7832,Rite of Flame
7833,Step Through
7834,Timetwister
7835,Unearth
7836,Wheel of Fortune
7837,Wheel of Misfortune
7838,Windfall
7839,Ad Nauseam
7840,Brain Freeze
7841,Brainstorm
7842,Burnt Offering
7843,Cabal Ritual
7844,Chain of Vapor
7845,Culling the Weak
7846,Dark Ritual
7847,Daze
7848,Demonic Consultation
7849,Entomb
7850,Essence Flux
7851,Flusterstorm
7852,Force of Will
7853,Intuition
7854,Lim-Dûl's Vault
7855,Mental Misstep
7856,Miscast
7857,Mystical Tutor
7858,Pact of Negation
7859,Rain of Filth
7860,Red Elemental Blast
7861,Shallow Grave
7862,Spell Pierce
7863,Swan Song
7864,Tainted Pact
7865,Vampiric Tutor
7866,Arcane Signet
7867,Chrome Mox
7868,Fellwar Stone
7869,Grim Monolith
7870,Grinding Station
7871,Lion's Eye Diamond
7872,Lotus Petal
7873,Mana Crypt
7874,Mana Vault
7875,Mox Diamond
7876,Mox Opal
7877,Sol Ring
7878,Talisman of Creativity
7879,Talisman of Dominance
7880,Wishclaw Talisman
7881,Mystic Remora
7882,Necropotence
7883,Rhystic Study
7884,Underworld Breach
7885,Ancient Tomb
7886,Arid Mesa
7887,Badlands
7888,Blood Crypt
7889,Bloodstained Mire
7890,City of Brass
7891,Command Tower
7892,Darkslick Shores
7893,Exotic Orchard
7894,Flooded Strand
7895,Forbidden Orchard
7896,Gemstone Caverns
7897,Island
7898,Mana Confluence
7899,Marsh Flats
7900,Misty Rainforest
7901,Morphic Pool
7902,Polluted Delta
7903,Scalding Tarn
7904,Spire of Industry
7905,Steam Vents
7906,Swamp
7907,Tarnished Citadel
7908,Underground River
7909,Underground Sea
7910,Verdant Catacombs
7911,Volcanic Island
7912,Watery Grave
7913,Wooded Foothills
7914,Aether Adept
7915,Buried Alive
7916,Dimir Signet
7917,Dispel
7918,Exhume
7919,Force of Negation
7920,Gemstone Mine
7921,Gilded Drake
7922,Grinding Station
7923,Imperial Recruiter
7924,Mana Drain
7925,Opposition Agent
7926,Ponder
7927,Sidisi's Faithful
7928,Snap
7929,Stitcher's Supplier
7930,Talisman of Indulgence
7931,Nath of the Gilt-Leaf
7932,Allosaurus Shepherd
7933,Arbor Elf
7934,Birds of Paradise
7935,Boreal Druid
7936,Collector Ouphe
7937,Dark Confidant
7938,Dauthi Voidwalker
7939,Deathrite Shaman
7940,Destiny Spinner
7941,Elves of Deep Shadow
7942,Elvish Mystic
